OBJIDstr,AIN,NumPrefix,Number,NumSuffix,PreMod,PreDir,PreType,StArticle,StreetName,PostType,PostDir,PostMod,BldgID,BldgSource,BldgTypePl,BldgType,BldgName,FlrTypePl,FlrType,FlrName,UnitType,UnitName,ZipCode,Zip4,LegalComm,PostComm1,PostComm2,PostComm3,OtherComm1,OtherComm2,Source,SourceID,MADRank,AROIDstr,OIDstr,PropType,ObjID,PreDirAbbr,PostDirAbbr,PreTypeAbbr,PostTypeAbbr,FullName,UpdateDate,FullAddress,UniqueID,StName_EnerGov,FullAddress_EnerGov,MSAG_City,ESN,geometry_wkt,_matched_from_input_file,_source_file
,,,7266.0,,,,,,Jackson,Place,,,,,,,,,,,,,91775,,Unincorporated,San Gabriel,,,,,LACO DPW House Numbering Map,{A603429E-C0BA-41F2-ADC5-ED36A79908D0},0.0,,A603429E-C0BA-41F2-ADC5-ED36A79908D0,Unknown,,,,,Pl,Jackson Pl,2015-05-04 13:07:23+00:00,7266 Jackson Pl San Gabriel 91775,A603429E-C0BA-41F2-ADC5-ED36A79908D0_7266_Jackson_Pl_San_Gabriel_91775,Jackson,7266 Jackson Place Pl San Gabriel 91775,,,POINT (6540087.565045 1869590.253878),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,127.0,,,,,,8th,Avenue,,,,,,,,,,,,,91746,,Unincorporated,La Puente,Bassett,,,,LACO DPW House Numbering Map,{82D15A94-3005-4AEA-8F0C-48F2A17536AC},0.0,,82D15A94-3005-4AEA-8F0C-48F2A17536AC,Unknown,,,,,Ave,8th Ave,2018-03-08 18:40:43+00:00,127 8th Ave La Puente 91746,82D15A94-3005-4AEA-8F0C-48F2A17536AC_127_8th_Ave_La_Puente_91746,8th,127 8th Avenue Ave La Puente 91746,,,POINT (6570148.773952 1834016.780734),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,20050.0,,,,,,Madison,,,,,,,,,,,,,,90703,,Cerritos,Cerritos,,,,,Cerritos GIS,{1A5A0603-4502-480C-BC4D-2A1D19D454CD},0.0,,1A5A0603-4502-480C-BC4D-2A1D19D454CD,Unknown,,,,,,Madison,2018-03-20 17:22:30+00:00,20050 Madison Cerritos 90703,1A5A0603-4502-480C-BC4D-2A1D19D454CD_20050_Madison_Cerritos_90703,Madison,20050 Madison Cerritos 90703,,,POINT (6536889.477938 1767138.854122),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,111.0,E,,East,,,220th,Street,,,,,,,,,,,,,90745,,Carson,Carson,,,,,Carson GIS,{CF8A3A5C-D6BE-44AA-85B0-3785E9783567},0.0,,CF8A3A5C-D6BE-44AA-85B0-3785E9783567,Unknown,,E,,,St,E 220th St,2015-03-24 09:32:55+00:00,111 E E 220th St Carson 90745,CF8A3A5C-D6BE-44AA-85B0-3785E9783567_111_E_E_220th_St_Carson_90745,220th,111 E E 220th Street St Carson 90745,,,POINT (6477630.570209 1759954.109306),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,20000.0,,,,,,Plum Canyon,Road,,,,,,,,,,,,,91350,,Unincorporated,Santa Clarita,,,,,LACO DPW House Numbering Map,{F5504430-6413-41EC-A82A-5CBA7993DFB4},0.0,,F5504430-6413-41EC-A82A-5CBA7993DFB4,Unknown,,,,,Rd,Plum Canyon Rd,2015-05-04 09:27:46+00:00,20000 Plum Canyon Rd Santa Clarita 91350,F5504430-6413-41EC-A82A-5CBA7993DFB4_20000_Plum_Canyon_Rd_Santa_Clarita_91350,Plum Canyon,20000 Plum Canyon Road Rd Santa Clarita 91350,,,POINT (6415623.750325 1984962.707516),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,19401.0,,,,,,Diamond,Court,,,,,,,,,,,,,90703,,Cerritos,Cerritos,,,,,Cerritos GIS,{0D07E37D-E3FA-45C6-9665-7E6A46D8AF5D},0.0,,0D07E37D-E3FA-45C6-9665-7E6A46D8AF5D,Unknown,,,,,Ct,Diamond Ct,2018-04-01 13:10:59+00:00,19401 Diamond Ct Cerritos 90703,0D07E37D-E3FA-45C6-9665-7E6A46D8AF5D_19401_Diamond_Ct_Cerritos_90703,Diamond,19401 Diamond Court Ct Cerritos 90703,,,POINT (6547564.076995 1769202.947435),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,11811.0,,,,,,Jackson,,,,,,,,,,,,,,90703,,Cerritos,Cerritos,,,,,Cerritos GIS,{4242CF90-EE45-4A60-9E0B-29356280EEAD},0.0,,4242CF90-EE45-4A60-9E0B-29356280EEAD,Unknown,,,,,,Jackson,2018-03-20 17:22:30+00:00,11811 Jackson Cerritos 90703,4242CF90-EE45-4A60-9E0B-29356280EEAD_11811_Jackson_Cerritos_90703,Jackson,11811 Jackson Cerritos 90703,,,POINT (6536875.941875 1767242.636067),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,19411.0,,,,,,Pearl,Court,,,,,,,,,,,,,90703,,Cerritos,Cerritos,,,,,Cerritos GIS,{0B447CD1-D0CF-4FA7-B38F-9A3C667CC33C},0.0,,0B447CD1-D0CF-4FA7-B38F-9A3C667CC33C,Unknown,,,,,Ct,Pearl Ct,2015-09-08 14:09:33+00:00,19411 Pearl Ct Cerritos 90703,0B447CD1-D0CF-4FA7-B38F-9A3C667CC33C_19411_Pearl_Ct_Cerritos_90703,Pearl,19411 Pearl Court Ct Cerritos 90703,,,POINT (6547201.271618 1769368.299795),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,19415.0,,,,,,Onyx,Court,,,,,,,,,,,,,90703,,Cerritos,Cerritos,,,,,Cerritos GIS,{0B15C8A1-1F6D-4AFB-B4A4-045925923AFC},0.0,,0B15C8A1-1F6D-4AFB-B4A4-045925923AFC,Unknown,,,,,Ct,Onyx Ct,2018-04-01 13:10:59+00:00,19415 Onyx Ct Cerritos 90703,0B15C8A1-1F6D-4AFB-B4A4-045925923AFC_19415_Onyx_Ct_Cerritos_90703,Onyx,19415 Onyx Court Ct Cerritos 90703,,,POINT (6547064.792889 1769333.457017),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,19423.0,,,,,,Sapphire,Court,,,,,,,,,,,,,90703,,Cerritos,Cerritos,,,,,Cerritos GIS,{5129763E-A82C-4658-8578-BC183898265F},0.0,,5129763E-A82C-4658-8578-BC183898265F,Unknown,,,,,Ct,Sapphire Ct,2015-09-08 14:09:33+00:00,19423 Sapphire Ct Cerritos 90703,5129763E-A82C-4658-8578-BC183898265F_19423_Sapphire_Ct_Cerritos_90703,Sapphire,19423 Sapphire Court Ct Cerritos 90703,,,POINT (6547080.450338 1769210.906737),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,19431.0,,,,,,Amethyst,Court,,,,,,,,,,,,,90703,,Cerritos,Cerritos,,,,,Cerritos GIS,{1D13B143-EC67-437C-BF9D-8E6364C6C951},0.0,,1D13B143-EC67-437C-BF9D-8E6364C6C951,Unknown,,,,,Ct,Amethyst Ct,2018-04-01 13:10:59+00:00,19431 Amethyst Ct Cerritos 90703,1D13B143-EC67-437C-BF9D-8E6364C6C951_19431_Amethyst_Ct_Cerritos_90703,Amethyst,19431 Amethyst Court Ct Cerritos 90703,,,POINT (6547286.549991 1769172.664687),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,2150.0,C,,,,,Citrus,Place,,,,,,,,,,,,,91745,,Unincorporated,Hacienda Heights,Industry,,,,LACO DPW Add,{C97E9AC9-CF01-401F-921A-0216492A6BB3},0.0,,C97E9AC9-CF01-401F-921A-0216492A6BB3,Unknown,,,,,Pl,Citrus Pl,2018-11-16 07:53:21+00:00,2150 C Citrus Pl Hacienda Heights 91745,C97E9AC9-CF01-401F-921A-0216492A6BB3_2150_C_Citrus_Pl_Hacienda_Heights_91745,Citrus,2150 C Citrus Place Pl Hacienda Heights 91745,,,POINT (6570276.643118 1820866.825406),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,20050.0,,,,,,Filmore,Avenue,,,,,,,,,,,,,90703,,Cerritos,Cerritos,,,,,Cerritos GIS,{40FB85C5-816C-4DC6-BD77-6894FD668C3B},0.0,,40FB85C5-816C-4DC6-BD77-6894FD668C3B,Unknown,,,,,Ave,Filmore Ave,2018-03-20 17:22:30+00:00,20050 Filmore Ave Cerritos 90703,40FB85C5-816C-4DC6-BD77-6894FD668C3B_20050_Filmore_Ave_Cerritos_90703,Filmore,20050 Filmore Avenue Ave Cerritos 90703,,,POINT (6537318.142763 1767142.464351),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,2150.0,A,,,,,Citrus,Place,,,,,,,,,,,,,91745,,Unincorporated,Hacienda Heights,Industry,,,,LACO DPW Add,{9BE7DFFF-F262-40C1-B199-D606A59C7DCF},0.0,,9BE7DFFF-F262-40C1-B199-D606A59C7DCF,Unknown,,,,,Pl,Citrus Pl,2018-11-16 07:53:21+00:00,2150 A Citrus Pl Hacienda Heights 91745,9BE7DFFF-F262-40C1-B199-D606A59C7DCF_2150_A_Citrus_Pl_Hacienda_Heights_91745,Citrus,2150 A Citrus Place Pl Hacienda Heights 91745,,,POINT (6570239.143193 1820883.1446),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,2150.0,B,,,,,Citrus,Place,,,,,,,,,,,,,91745,,Unincorporated,Hacienda Heights,Industry,,,,LACO DPW Add,{199872E4-E148-4552-A2E1-0A7DC63CA4A6},0.0,,199872E4-E148-4552-A2E1-0A7DC63CA4A6,Unknown,,,,,Pl,Citrus Pl,2018-11-16 07:53:21+00:00,2150 B Citrus Pl Hacienda Heights 91745,199872E4-E148-4552-A2E1-0A7DC63CA4A6_2150_B_Citrus_Pl_Hacienda_Heights_91745,Citrus,2150 B Citrus Place Pl Hacienda Heights 91745,,,POINT (6570257.893156 1820875.158723),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,19419.0,,,,,,Ruby,Court,,,,,,,,,,,,,90703,,Cerritos,Cerritos,,,,,Cerritos GIS,{08535D33-5C66-42A8-8D14-557DEDABD6ED},0.0,,08535D33-5C66-42A8-8D14-557DEDABD6ED,Unknown,,,,,Ct,Ruby Ct,2018-04-01 13:12:53+00:00,19419 Ruby Ct Cerritos 90703,08535D33-5C66-42A8-8D14-557DEDABD6ED_19419_Ruby_Ct_Cerritos_90703,Ruby,19419 Ruby Court Ct Cerritos 90703,,,POINT (6546953.949606 1769200.192191),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,904.0,,,,,,,,,,,,,,,,,,,,90073,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{D22724AC-782F-47F6-88F6-CC59C1270CB5},0.0,,D22724AC-782F-47F6-88F6-CC59C1270CB5,Unknown,,,,,,,2023-02-06 07:31:58+00:00,904 Los Angeles 90073,D22724AC-782F-47F6-88F6-CC59C1270CB5_904_Los_Angeles_90073,,904 Los Angeles 90073,,,POINT (6423844.624303 1842635.134232),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,13053.0,,,,,,,,,,,,,,,,,,,,91746,,Unincorporated,La Puente,Bassett,,,,LACO DPW House Numbering Map,{1E3DA3A0-9911-4109-A6D3-54301175E66F},0.0,,1E3DA3A0-9911-4109-A6D3-54301175E66F,Unknown,,,,,,,2015-09-12 11:55:58+00:00,13053 La Puente 91746,1E3DA3A0-9911-4109-A6D3-54301175E66F_13053_La_Puente_91746,,13053 La Puente 91746,,,POINT (6561493.870002 1843847.53535),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,1861.0,,,,,,,,,,,,,,,,,,Unit,243,91745,,Unincorporated,Hacienda Heights,Industry,,,,LACO DPW House Numbering Map,{29B3F698-2776-4621-B412-4BD1F920B1E1},0.0,,29B3F698-2776-4621-B412-4BD1F920B1E1,Unknown,,,,,,,2021-09-01 10:59:10+00:00,1861 Unit 243 Hacienda Heights 91745,29B3F698-2776-4621-B412-4BD1F920B1E1_1861_Unit_243_Hacienda_Heights_91745,,1861 Unit 243 Hacienda Heights 91745,,,POINT (6579798.444613 1818693.765448),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,5522.0,,,,,,,,,,,,,,,,,,,,91776,,Unincorporated,San Gabriel,,,,,LACO DPW Add,{54F738D1-F1A8-483A-9AD1-3F334E78692F},0.0,,54F738D1-F1A8-483A-9AD1-3F334E78692F,Unknown,,,,,,,2019-04-16 10:33:13+00:00,5522 San Gabriel 91776,54F738D1-F1A8-483A-9AD1-3F334E78692F_5522_San_Gabriel_91776,,5522 San Gabriel 91776,,,POINT (6536383.407427 1858735.558396),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,4746.0,,,,,,173rd,Street,,,,,,,,,,,,,90260,,Lawndale,Lawndale,,,,,Office of Assessor,{906C417C-8A8A-4847-9B57-EF77EA235F07},0.0,,906C417C-8A8A-4847-9B57-EF77EA235F07,Unknown,,,,,St,173rd St,2024-05-12 21:11:39+00:00,4746 173rd St Lawndale 90260,906C417C-8A8A-4847-9B57-EF77EA235F07_4746_173rd_St_Lawndale_90260,173rd,4746 173rd Street St Lawndale 90260,,,POINT (6452111.030041 1776614.240027),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,19555.0,,,East,,,Cypress,Street,,,,,,,,,,,,,91724,,Unincorporated,Covina,Charter Oak,,,,Office of Assessor,{044A0A14-6393-41DB-8B74-DB3C836EE7FC},0.0,,044A0A14-6393-41DB-8B74-DB3C836EE7FC,Unknown,,E,,,St,E Cypress St,2024-05-12 21:11:39+00:00,19555 E Cypress St Covina 91724,044A0A14-6393-41DB-8B74-DB3C836EE7FC_19555_E_Cypress_St_Covina_91724,Cypress,19555 E Cypress Street St Covina 91724,,,POINT (6600792.509908 1857530.025702),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,4001.0,,,,,,165th,Street,,,,,,,,,,,,,90260,,Lawndale,Lawndale,,,,,Office of Assessor,{127E3603-4A91-4534-8779-589A7F896821},0.0,,127E3603-4A91-4534-8779-589A7F896821,Unknown,,,,,St,165th St,2024-05-12 21:11:39+00:00,4001 165th St Lawndale 90260,127E3603-4A91-4534-8779-589A7F896821_4001_165th_St_Lawndale_90260,165th,4001 165th Street St Lawndale 90260,,,POINT (6457230.976822 1779510.89237),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,25905.0,,,,,,Narbonne,Avenue,,,,,,,,,,,,,90717,,Lomita,Lomita,,,,,Office of Assessor,{607C2F90-D788-408B-AFC6-64E8180C179E},0.0,,607C2F90-D788-408B-AFC6-64E8180C179E,Unknown,,,,,Ave,Narbonne Ave,2024-05-12 21:11:39+00:00,25905 Narbonne Ave Lomita 90717,607C2F90-D788-408B-AFC6-64E8180C179E_25905_Narbonne_Ave_Lomita_90717,Narbonne,25905 Narbonne Avenue Ave Lomita 90717,,,POINT (6464085.203599 1745392.838231),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,31192.0,,,,,La,Baya,Drive,,,,,,,,,,,,,91362,,Westlake Village,Westlake Village,,,,,Office of Assessor,{20D5274C-EDEC-450C-888E-D7335D89E1AE},0.0,,20D5274C-EDEC-450C-888E-D7335D89E1AE,Unknown,,,,,Dr,La Baya Dr,2024-05-12 21:11:39+00:00,31192 La Baya Dr Westlake Village 91362,20D5274C-EDEC-450C-888E-D7335D89E1AE_31192_La_Baya_Dr_Westlake_Village_91362,La Baya,31192 La Baya Drive Dr Westlake Village 91362,,,POINT (6319169.038707 1880132.767242),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,2102.0,,,,,La,Canada Crest,Drive,,,,,,,,,,,,,91011,,La Canada Flintridge,La Canada Flintridge,,,,,Office of Assessor,{81573070-FFC7-4EA7-B157-F116EC7F0E20},0.0,,81573070-FFC7-4EA7-B157-F116EC7F0E20,Unknown,,,,,Dr,La Canada Crest Dr,2024-05-12 21:11:39+00:00,2102 La Canada Crest Dr La Canada Flintridge 91011,81573070-FFC7-4EA7-B157-F116EC7F0E20_2102_La_Canada_Crest_Dr_La_Canada_Flintridge_91011,La Canada Crest,2102 La Canada Crest Drive Dr La Canada Flintridge 91011,,,POINT (6494379.453378 1900446.231864),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,1976.0,,,,,,Waltonia,Drive,,,,,,,,,,,,,91020,,Unincorporated,Montrose,,,,,Office of Assessor,{880D1C2D-F345-44CE-9E75-3AC03A879CE9},0.0,,880D1C2D-F345-44CE-9E75-3AC03A879CE9,Unknown,,,,,Dr,Waltonia Dr,2024-05-12 21:11:39+00:00,1976 Waltonia Dr Montrose 91020,880D1C2D-F345-44CE-9E75-3AC03A879CE9_1976_Waltonia_Dr_Montrose_91020,Waltonia,1976 Waltonia Drive Dr Montrose 91020,,,POINT (6494192.602045 1898410.423928),Incomplete_addresses_no_fraction_[validationResults]_2309rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
