group_id,group_size,merge_key,FullAddress,inputGranularity,validationGranularity,geocodeGranularity,addressComplete,hasUnconfirmedComponents,hasInferredComponents,possibleNextAction,hasReplacedComponents,hasInferredComponents_detail,hasReplacedComponents_detail,confirmedComponents_detail,unconfirmedComponents_detail,fixed_formattedAddress,fixed_postalAddress_lines,fixed_postalAddress_locality,fixed_postalAddress_adminArea,fixed_postalAddress_postalCode,fixed_postalAddress_regionCode,placeId,lat,lng,http_status,invalid_reason,source_file
61,1,1/2 200TH ST E LANCASTER 93535,47441 1/2 200th St E Lancaster 93535,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"47441 1/2, 200th Street East, Lancaster, CA 93535, USA",47441 1/2 | 200th St E,Lancaster,CA,93535,US,ChIJiRgN0hqvw4ARt2y4aSmaEc8,34.7462236,-117.7747551,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
64,1,1/2 20TH ST MANHATTAN BEACH 90266,117 1/2 20th St Manhattan Beach 90266,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"117 1/2, 20th Street, Manhattan Beach, CA 90266, USA",117 1/2 | 20th St,Manhattan Beach,CA,90266,US,ChIJk2GyReizwoARbKVpOMuAsyE,33.8902939,-118.4143523,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
66,1,1/2 21ST ST MANHATTAN BEACH 90266,401 1/2 21st St Manhattan Beach 90266,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"401 1/2, 21st Street, Manhattan Beach, CA 90266, USA",401 1/2 | 21st St,Manhattan Beach,CA,90266,US,ChIJlepTkeizwoARcBc9HdozDOI,33.8916408,-118.4123393,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
73,1,1/2 248TH ST LOMITA 90717,2456 1/2 248th St Lomita 90717,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"2456 1/2, 248th Street, Lomita, CA 90717, USA",2456 1/2 | 248th St,Lomita,CA,90717,US,ChIJnZvZPF9K3YARY_SKmvt7k-Y,33.7990388,-118.3274019,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
75,1,1/2 250TH ST LOMITA 90717,2315 1/2 250th St Lomita 90717,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"2315 1/2, 250th Street, Lomita, CA 90717, USA",2315 1/2 | 250th St,Lomita,CA,90717,US,ChIJ07luJF5K3YARVs_1SlO2Hbs,33.7984601,-118.3233286,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
82,1,1/2 259TH PL LOMITA 90717,1916 1/2 259th Pl Lomita 90717,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"1916 1/2, 259th Place, Lomita, CA 90717, USA",1916 1/2 | 259th Pl,Lomita,CA,90717,US,ChIJdeJmvW1K3YARCyvvtVanIpU,33.7873663,-118.3126487,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
83,1,1/2 25TH ST HERMOSA BEACH 90254,413 1/2 25th St Hermosa Beach 90254,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"413 1/2, 25th Street, Hermosa Beach, CA 90254, USA",413 1/2 | 25th St,Hermosa Beach,CA,90254,US,ChIJXVfDBYWzwoARKp1XI78fh2o,33.8725963,-118.4021205,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
84,1,1/2 25TH ST MANHATTAN BEACH 90266,232 1/2 25th St Manhattan Beach 90266,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"232 1/2, 25th Street, Manhattan Beach, CA 90266, USA",232 1/2 | 25th St,Manhattan Beach,CA,90266,US,ChIJJ5tZvuezwoARjmMSmELb0gI,33.8934735,-118.4146878,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
86,1,1/2 28TH PL MANHATTAN BEACH 90266,228 1/2 28th Pl Manhattan Beach 90266,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"228 1/2, 28th Place, Manhattan Beach, CA 90266, USA",228 1/2 | 28th Pl,Manhattan Beach,CA,90266,US,ChIJC6ScZ-ezwoARbgi2i4VM5ts,33.8955185,-118.4157405,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
88,1,1/2 29TH ST MANHATTAN BEACH 90266,319 1/2 29th St Manhattan Beach 90266,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"319 1/2, 29th Street, Manhattan Beach, CA 90266, USA",319 1/2 | 29th St,Manhattan Beach,CA,90266,US,ChIJabgfRuezwoARv1dW-7iMfzw,33.896318,-118.4151336,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
92,1,1/2 2ND AVE PARAMOUNT 90723,8027 1/2 2nd Ave Paramount 90723,PREMISE,PREMISE,PREMISE,,True,True,CONFIRM_ADD_SUBPREMISES,,administrative_area_level_1:CA,,,,"8027 1/2 2nd Ave, Paramount, CA 90723, USA",8027 1/2 2nd Ave,Paramount,CA,90723,US,Eio4MDI3IDEvMiAybmQgQXZlLCBQYXJhbW91bnQsIENBIDkwNzIzLCBVU0EiIRofChYKFAoSCf2V453YzMKAERrj8gEqOIchEgUyIDJuZA,33.8975933,-118.159158,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
98,1,1/2 30TH PL HERMOSA BEACH 90254,347 1/2 30th Pl Hermosa Beach 90254,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"347 1/2, 30th Place, Hermosa Beach, CA 90254, USA",347 1/2 | 30th Pl,Hermosa Beach,CA,90254,US,ChIJczSc6I-zwoARHhIC2Q-Xoqk,33.8752439,-118.4038837,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
100,1,1/2 30TH ST W PALMDALE 93551,40716 1/2 30th St W Palmdale 93551,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"40716 1/2, 30th Street West, Palmdale, CA 93551, USA",40716 1/2 | 30th St W,Palmdale,CA,93551,US,ChIJRyEuhOdbwoARvhzmnMXcX74,34.622523,-118.1828892,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
104,1,1/2 33RD ST MANHATTAN BEACH 90266,225 1/2 33rd St Manhattan Beach 90266,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"225 1/2, 33rd Street, Manhattan Beach, CA 90266, USA",225 1/2 | 33rd St,Manhattan Beach,CA,90266,US,ChIJC7QNMN6zwoAREYPOC9ZlJYc,33.8984542,-118.417116,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
107,1,1/2 36TH ST W PALMDALE 93551,41035 1/2 36th St W Palmdale 93551,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"41035 1/2, 36th Street West, Palmdale, CA 93551, USA",41035 1/2 | 36th St W,Palmdale,CA,93551,US,ChIJ74cJBvJbwoARSWUV_VPZSl0,34.6273756,-118.1945618,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
108,1,1/2 38TH PL LONG BEACH 90803,14 1/2 38th Pl Long Beach 90803,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"14 1/2, 38th Place, Long Beach, CA 90803, USA",14 1/2 | 38th Pl,Long Beach,CA,90803,US,ChIJGQLmblIw3YAREQ00nNWdD3w,33.7597529,-118.1483988,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
109,1,1/2 38TH ST MANHATTAN BEACH 90266,221 1/2 38th St Manhattan Beach 90266,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"221 1/2, 38th Street, Manhattan Beach, CA 90266, USA",221 1/2 | 38th St,Manhattan Beach,CA,90266,US,ChIJgwg2L2CxwoARnUTmL_PV9EU,33.9015967,-118.4185951,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
110,1,1/2 40TH ST MANHATTAN BEACH 90266,105 1/2 40th St Manhattan Beach 90266,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"105 1/2, 40th Street, Manhattan Beach, CA 90266, USA",105 1/2 | 40th St,Manhattan Beach,CA,90266,US,ChIJMRf4u2GxwoARfhOLpMCftTU,33.9024627,-118.4203219,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
111,1,1/2 40TH ST W LANCASTER 93536,43127 1/2 40th St W Lancaster 93536,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"43127 1/2, 40th Street West, Lancaster, CA 93536, USA",43127 1/2 | 40th St W,Lancaster,CA,93536,US,ChIJS1gbZmFbwoARPQBtUAJxA0c,34.6663151,-118.2018799,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
112,1,1/2 42ND ST MANHATTAN BEACH 90266,117 1/2 42nd St Manhattan Beach 90266,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"117 1/2, 42nd Street, Manhattan Beach, CA 90266, USA",117 1/2 | 42nd St,Manhattan Beach,CA,90266,US,ChIJs8YgDWGxwoAR0umaMRfNe1M,33.9037954,-118.4206447,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
113,1,1/2 45TH ST MANHATTAN BEACH 90266,318 1/2 45th St Manhattan Beach 90266,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"318 1/2, 45th Street, Manhattan Beach, CA 90266, USA",318 1/2 | 45th St,Manhattan Beach,CA,90266,US,ChIJzdQPLWGxwoARw1I_UALIAI8,33.905949,-118.4198648,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
114,1,1/2 47TH ST W LANCASTER 93536,42337 1/2 47th St W Lancaster 93536,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"42337 1/2, 47th Street West, Lancaster, CA 93536, USA",42337 1/2 | 47th St W,Lancaster,CA,93536,US,ChIJuYMrmoZcwoARFr2-IzAUN30,34.6520891,-118.2135941,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
117,1,1/2 55TH ST W LANCASTER 93536,41850 1/2 55th St W Lancaster 93536,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"41850 1/2, 55th Street West, Lancaster, CA 93536, USA",41850 1/2 | 55th St W,Lancaster,CA,93536,US,ChIJsaVwN2BcwoARJ7lFl8kJR5o,34.6430228,-118.2270502,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
126,1,1/2 63RD PL LONG BEACH 90803,69 1/2 63rd Pl Long Beach 90803,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA|postal_code_suffix:5675,,,,"69 1/2, 63rd Place, Long Beach, CA 90803-5675, USA",69 1/2 | 63rd Pl,Long Beach,CA,90803-5675,US,ChIJm2sTdxgw3YARZMHzF7KRdIo,33.7489175,-118.1219171,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
138,1,1/2 8TH AVE ARCADIA 91006,3029 1/2 8th Ave Arcadia 91006,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"3029 1/2, 8th Avenue, Arcadia, CA 91006, USA",3029 1/2 | 8th Ave,Arcadia,CA,91006,US,ChIJB25SLorZwoARJUxDT2yVNeI,34.1085158,-118.0162474,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
141,1,1/2 8TH ST MANHATTAN BEACH 90266,229 1/2 8th St Manhattan Beach 90266,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"229 1/2, Eighth Street, Manhattan Beach, CA 90266, USA",229 1/2 | Eighth St,Manhattan Beach,CA,90266,US,ChIJk7WzMJOzwoARYXvzvVkJqRM,33.882664,-118.4086543,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
142,1,1/2 90TH ST W LANCASTER 93536,51200 1/2 90th St W Lancaster 93536,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"51200 1/2, 90th Street West, Lancaster, CA 93536, USA",51200 1/2 | 90th St W,Lancaster,CA,93536,US,ChIJWQjo9T1AwoARokVTKbN2h9c,34.8130773,-118.2830094,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
144,1,1/2 9TH ST E PALMDALE 93550,38824 1/2 9th St E Palmdale 93550,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"38824 1/2, 9th Street East, Palmdale, CA 93550, USA",38824 1/2 | 9th St E,Palmdale,CA,93550,US,ChIJ4dfLWSpYwoARIY7X1lVpnAE,34.5880592,-118.1143947,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
145,1,1/2 ABAJO DR SANTA CLARITA 91350,26676 1/2 Abajo Dr Santa Clarita 91350,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"26676 1/2, Abajo Drive, Santa Clarita, CA 91350, USA",26676 1/2 | Abajo Dr,Santa Clarita,CA,91350,US,ChIJD9u2hZ2HwoARgZQpwCKRbZM,34.4315356,-118.5326265,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
146,1,1/2 ABASCAL DR HACIENDA HEIGHTS 91745,16425 1/2 Abascal Dr Hacienda Heights 91745,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"16425 1/2, Abascal Drive, Hacienda Heights, CA 91745, USA",16425 1/2 | Abascal Dr,Hacienda Heights,CA,91745,US,ChIJ3VRxR6PVwoARQD19y2AliJw,33.9852861,-117.952797,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
147,1,1/2 ABDERA ST ROWLAND HEIGHTS 91748,19055 1/2 Abdera St Rowland Heights 91748,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"19055 1/2, Abdera Street, Rowland Heights, CA 91748, USA",19055 1/2 | Abdera St,Rowland Heights,CA,91748,US,ChIJQZL3YPgqw4ARZgIYg4BrH2g,33.9908636,-117.8870377,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
148,1,1/2 ABLANO AVE ROWLAND HEIGHTS 91748,2444 1/2 Ablano Ave Rowland Heights 91748,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"2444 1/2, Ablano Avenue, Rowland Heights, CA 91748, USA",2444 1/2 | Ablano Ave,Rowland Heights,CA,91748,US,ChIJBVdo2uwqw4ARMVi2F-IFDEo,33.9753547,-117.9006976,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
151,1,1/2 ACTON CANYON RD ACTON 93510,33850 1/2 Acton Canyon Rd Acton 93510,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"33850 1/2, Acton Canyon Road, Acton, CA 93510, USA",33850 1/2 | Acton Canyon Rd,Acton,CA,93510,US,ChIJ7wcZXVj2woARGJAziol2wO8,34.4959462,-118.1730351,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
152,1,1/2 ADKISSON AVE LOS ANGELES 90063,1471 1/2 Adkisson Ave Los Angeles 90063,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"1471 1/2, Adkisson Avenue, Los Angeles, CA 90063, USA",1471 1/2 | Adkisson Ave,Los Angeles,CA,90063,US,ChIJk4un5OvFwoARTFe7Xc6aA-4,34.0568909,-118.1879986,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
155,1,1/2 AHMANN AVE WHITTIER 90605,9926 1/2 Ahmann Ave Whittier 90605,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"9926 1/2, Ahmann Avenue, Whittier, CA 90605, USA",9926 1/2 | Ahmann Ave,Whittier,CA,90605,US,ChIJ570frG_TwoARtpoGto72pWc,33.9436672,-118.0329232,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
156,1,1/2 AIRPORT PLAZA DR LONG BEACH 90815,4700 1/2 Airport Plaza Dr Long Beach 90815,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"4700 1/2, Airport Plaza Drive, Long Beach, CA 90815, USA",4700 1/2 | Airport Plaza Dr,Long Beach,CA,90815,US,ChIJq-xnfiEy3YARk9JC62_Kin4,33.8114224,-118.1383323,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
157,1,1/2 ALABAMA ST LOS ANGELES 90059,11805 1/2 Alabama St Los Angeles 90059,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"11805 1/2, Alabama Street, Los Angeles, CA 90059, USA",11805 1/2 | Alabama St,Los Angeles,CA,90059,US,ChIJofanzcvLwoARvR4i1zicLgw,33.9261456,-118.2477046,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
163,1,1/2 ALAMINOS DR SANTA CLARITA 91350,20604 1/2 Alaminos Dr Santa Clarita 91350,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"20604 1/2, Alaminos Drive, Santa Clarita, CA 91350, USA",20604 1/2 | Alaminos Dr,Santa Clarita,CA,91350,US,ChIJqTsGzFB9woARjeJLTyuK8sA,34.4593864,-118.4962633,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
164,1,1/2 ALANWOOD RD LA PUENTE 91746,13312 1/2 Alanwood Rd La Puente 91746,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"13312 1/2, Alanwood Road, La Puente, CA 91746, USA",13312 1/2 | Alanwood Rd,La Puente,CA,91746,US,ChIJ706zG9nWwoARJcOT3BikEKw,34.0425621,-118.0030111,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
165,1,1/2 ALBERTA ST ALTADENA 91001,583 1/2 Alberta St Altadena 91001,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"583 1/2, Alberta Street, Altadena, CA 91001, USA",583 1/2 | Alberta St,Altadena,CA,91001,US,ChIJj-qyyF7CwoARtHfQI8iHwSM,34.1859048,-118.1631029,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
166,1,1/2 ALBURTIS AVE LAKEWOOD 90715,20719 1/2 Alburtis Ave Lakewood 90715,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"20719 1/2, Alburtis Avenue, Lakewood, CA 90715, USA",20719 1/2 | Alburtis Ave,Lakewood,CA,90715,US,ChIJ3X-Aar8t3YAR16aDafJqBPk,33.8417426,-118.0844794,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
168,1,1/2 ALCON DR SANTA CLARITA 91350,26800 1/2 Alcon Dr Santa Clarita 91350,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"26800 1/2, Alcon Drive, Santa Clarita, CA 91350, USA",26800 1/2 | Alcon Dr,Santa Clarita,CA,91350,US,ChIJ9a9iYZyHwoARmAxvPAQ_tgQ,34.4329417,-118.5283599,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
170,1,1/2 ALDEN DR BEVERLY HILLS 90210,9216 1/2 Alden Dr Beverly Hills 90210,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"9216 1/2, Alden Drive, Beverly Hills, CA 90210, USA",9216 1/2 | Alden Dr,Beverly Hills,CA,90210,US,ChIJmf_3daq-woAR9BRJh-AWYUk,34.0751702,-118.3929728,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
171,1,1/2 ALDER PEAK AVE CANYON COUNTRY 91387,28448 1/2 Alder Peak Ave Canyon Country 91387,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"28448 1/2, Alder Peak, Canyon Country, CA 91387, USA",28448 1/2 | Alder Peak,Canyon Country,CA,91387,US,ChIJPal3aweJwoARFMCAKXG8I3o,34.428354,-118.4320899,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
177,1,1/2 ALMEZA AVE ROWLAND HEIGHTS 91748,2367 1/2 Almeza Ave Rowland Heights 91748,PREMISE,PREMISE,PREMISE,,,True,FIX,,administrative_area_level_1:CA,,,,"2367 1/2, Almeza Avenue, Rowland Heights, CA 91748, USA",2367 1/2 | Almeza Ave,Rowland Heights,CA,91748,US,ChIJPzBRsegqw4ARpZ7xSaCw7gI,33.9752919,-117.8908156,200,possibleNextAction_not_ACCEPT,representative_addresses_validation_results_one_per_group__89127rows.csv
