OBJIDstr,AIN,NumPrefix,Number,NumSuffix,PreMod,PreDir,PreType,StArticle,StreetName,PostType,PostDir,PostMod,BldgID,BldgSource,BldgTypePl,BldgType,BldgName,FlrTypePl,FlrType,FlrName,UnitType,UnitName,ZipCode,Zip4,LegalComm,PostComm1,PostComm2,PostComm3,OtherComm1,OtherComm2,Source,SourceID,MADRank,AROIDstr,OIDstr,PropType,ObjID,PreDirAbbr,PostDirAbbr,PreTypeAbbr,PostTypeAbbr,FullName,UpdateDate,FullAddress,UniqueID,StName_EnerGov,FullAddress_EnerGov,MSAG_City,ESN,geometry_wkt,_matched_from_input_file,_source_file
,,,162.0,1/4,,West,,,220th,Street,,,,,,,,,,,,,90745,,Carson,Carson,,,,,Carson GIS,{7FD46594-60BA-4EB7-828B-ADEC3C7DF50E},0.0,,7FD46594-60BA-4EB7-828B-ADEC3C7DF50E,Unknown,,W,,,St,W 220th St,2015-03-24 09:32:55+00:00,162 1/4 W 220th St Carson 90745,7FD46594-60BA-4EB7-828B-ADEC3C7DF50E_162_1/4_W_220th_St_Carson_90745,220th,162 1/4 W 220th Street St Carson 90745,,,POINT (6476883.138961 1759839.281779),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,14315.0,,,,,,Broadway,,,,,,,,,,,,,,90604,,Unincorporated,Whittier,,,,,LACO DPW House Numbering Map,{6138FC03-F683-4F58-9508-3B2F341CADC5},0.0,,6138FC03-F683-4F58-9508-3B2F341CADC5,Unknown,,,,,,Broadway,2016-02-02 13:36:00+00:00,14315 Broadway Whittier 90604,6138FC03-F683-4F58-9508-3B2F341CADC5_14315_Broadway_Whittier_90604,Broadway,14315 Broadway Whittier 90604,,,POINT (6553722.594206 1800279.537513),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,764.0,1/2,,East,,,Bonds,Street,,,,,,,,,,,,,90745,,Carson,Carson,,,,,Carson GIS,{7DE73E7D-7775-4229-9DCD-B021BE812DE9},0.0,,7DE73E7D-7775-4229-9DCD-B021BE812DE9,Unknown,,E,,,St,E Bonds St,2015-03-24 09:32:55+00:00,764 1/2 E Bonds St Carson 90745,7DE73E7D-7775-4229-9DCD-B021BE812DE9_764_1/2_E_Bonds_St_Carson_90745,Bonds,764 1/2 E Bonds Street St Carson 90745,,,POINT (6482432.540592 1751550.423685),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,312.0,1/4,,East,,,Carson,Street,,,,,,,,,,,,,90745,,Carson,Carson,,,,,Carson GIS,{E8FD9787-5FAF-444A-A3B6-9F4666BE6B70},0.0,,E8FD9787-5FAF-444A-A3B6-9F4666BE6B70,Unknown,,E,,,St,E Carson St,2015-03-24 09:32:55+00:00,312 1/4 E Carson St Carson 90745,E8FD9787-5FAF-444A-A3B6-9F4666BE6B70_312_1/4_E_Carson_St_Carson_90745,Carson,312 1/4 E Carson Street St Carson 90745,,,POINT (6479079.623413 1761074.320648),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,2635.0,1/2,,East,,,Jackson,Street,,,,,,,,,,,,,90810,,Carson,Long Beach,Carson,,,,Carson GIS,{DC278BAF-1269-426D-BEFC-DF356C0E4A39},0.0,,DC278BAF-1269-426D-BEFC-DF356C0E4A39,Unknown,,E,,,St,E Jackson St,2015-03-24 09:32:55+00:00,2635 1/2 E Jackson St Long Beach 90810,DC278BAF-1269-426D-BEFC-DF356C0E4A39_2635_1/2_E_Jackson_St_Long_Beach_90810,Jackson,2635 1/2 E Jackson Street St Carson 90810,,,POINT (6494781.573308 1762944.18305),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,162.0,1/2,,West,,,220th,Street,,,,,,,,,,,,,90745,,Carson,Carson,,,,,Carson GIS,{EE79228A-D699-49FF-853B-F8B48960F7E1},0.0,,EE79228A-D699-49FF-853B-F8B48960F7E1,Unknown,,W,,,St,W 220th St,2015-03-24 09:32:55+00:00,162 1/2 W 220th St Carson 90745,EE79228A-D699-49FF-853B-F8B48960F7E1_162_1/2_W_220th_St_Carson_90745,220th,162 1/2 W 220th Street St Carson 90745,,,POINT (6476883.138961 1759814.414703),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,21226.0,1/2,,South,,,Main,Street,,,,,,,,,,,,,90745,,Carson,Carson,,,,,Carson GIS,{D56D41F0-EE6C-495E-877A-7DD5D7807BAF},0.0,,D56D41F0-EE6C-495E-877A-7DD5D7807BAF,Unknown,,S,,,St,S Main St,2015-03-24 09:32:55+00:00,21226 1/2 S Main St Carson 90745,D56D41F0-EE6C-495E-877A-7DD5D7807BAF_21226_1/2_S_Main_St_Carson_90745,Main,21226 1/2 S Main Street St Carson 90745,,,POINT (6477009.964823 1762850.776413),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,16200.0,1/2,,South,,,Figueroa,Street,,,,,,,,,,,,,90248,,Carson,Gardena,,,,,Carson GIS,{E1AF12BF-CBBD-45B7-B847-27F5F7EF5656},0.0,,E1AF12BF-CBBD-45B7-B847-27F5F7EF5656,Unknown,,S,,,St,S Figueroa St,2015-03-24 09:32:55+00:00,16200 1/2 S Figueroa St Gardena 90248,E1AF12BF-CBBD-45B7-B847-27F5F7EF5656_16200_1/2_S_Figueroa_St_Gardena_90248,Figueroa,16200 1/2 S Figueroa Street St Carson 90248,,,POINT (6475935.685803 1780380.164254),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,312.0,1/2,,East,,,Carson,Street,,,,,,,,,,,,,90745,,Carson,Carson,,,,,Carson GIS,{3FC5DFD3-8D73-4769-93F7-5989DD96C3E6},0.0,,3FC5DFD3-8D73-4769-93F7-5989DD96C3E6,Unknown,,E,,,St,E Carson St,2015-03-24 09:32:55+00:00,312 1/2 E Carson St Carson 90745,3FC5DFD3-8D73-4769-93F7-5989DD96C3E6_312_1/2_E_Carson_St_Carson_90745,Carson,312 1/2 E Carson Street St Carson 90745,,,POINT (6479110.873351 1761088.11688),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,2104.0,,,North,,,Raymond,Avenue,,,,,,,,,,,,,91001,,Unincorporated,Altadena,,,,,LACO DPW House Numbering Map,{DC055854-D363-40F9-9D65-56283693F315},0.0,,DC055854-D363-40F9-9D65-56283693F315,Unknown,,N,,,Ave,N Raymond Ave,2015-05-04 20:17:53+00:00,2104 N Raymond Ave Altadena 91001,DC055854-D363-40F9-9D65-56283693F315_2104_N_Raymond_Ave_Altadena_91001,Raymond,2104 N Raymond Avenue Ave Altadena 91001,,,POINT (6516601.196008 1888600.524584),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,16714.0,,,,,,Inglewood,Avenue,,,,,,,,,,,,,90260,,Lawndale,Lawndale,,,,,Office of Assessor,{8101D197-D18E-457E-9E49-3E7DD8300B5E},0.0,,8101D197-D18E-457E-9E49-3E7DD8300B5E,Unknown,,,,,Ave,Inglewood Ave,2015-03-28 01:00:24+00:00,16714 Inglewood Ave Lawndale 90260,8101D197-D18E-457E-9E49-3E7DD8300B5E_16714_Inglewood_Ave_Lawndale_90260,Inglewood,16714 Inglewood Avenue Ave Lawndale 90260,,,POINT (6452089.881789 1778457.556879),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,11811.0,,,,,,Monroe,Street,,,,,,,,,,,,,90703,,Cerritos,Cerritos,,,,,Cerritos GIS,{0F306D39-9DAC-406E-9F54-91BAC403EE4F},0.0,,0F306D39-9DAC-406E-9F54-91BAC403EE4F,Unknown,,,,,St,Monroe St,2018-03-20 17:22:30+00:00,11811 Monroe St Cerritos 90703,0F306D39-9DAC-406E-9F54-91BAC403EE4F_11811_Monroe_St_Cerritos_90703,Monroe,11811 Monroe Street St Cerritos 90703,,,POINT (6536879.551448 1767049.511781),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,20030.0,,,,,,Adams,,,,,,,,,,,,,,90703,,Cerritos,Cerritos,,,,,Cerritos GIS,{604FDF24-ADA3-4EC2-B63F-2319502E4EB6},0.0,,604FDF24-ADA3-4EC2-B63F-2319502E4EB6,Unknown,,,,,,Adams,2018-03-20 17:22:30+00:00,20030 Adams Cerritos 90703,604FDF24-ADA3-4EC2-B63F-2319502E4EB6_20030_Adams_Cerritos_90703,Adams,20030 Adams Cerritos 90703,,,POINT (6537251.361728 1767238.123937),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,450.0,1/2,,East,,,228th,Street,,,,,,,,,,,,,90745,,Carson,Carson,,,,,Carson GIS,{FE40EB86-7E43-4C9B-A41A-5F82708671FF},0.0,,FE40EB86-7E43-4C9B-A41A-5F82708671FF,Unknown,,E,,,St,E 228th St,2015-03-24 09:32:55+00:00,450 1/2 E 228th St Carson 90745,FE40EB86-7E43-4C9B-A41A-5F82708671FF_450_1/2_E_228th_St_Carson_90745,228th,450 1/2 E 228th Street St Carson 90745,,,POINT (6480792.071104 1756576.183975),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,111.0,F,,East,,,220th,Street,,,,,,,,,,,,,90745,,Carson,Carson,,,,,Carson GIS,{9E951D41-AAF3-457F-BCE6-55D3AD564308},0.0,,9E951D41-AAF3-457F-BCE6-55D3AD564308,Unknown,,E,,,St,E 220th St,2015-03-24 09:32:55+00:00,111 F E 220th St Carson 90745,9E951D41-AAF3-457F-BCE6-55D3AD564308_111_F_E_220th_St_Carson_90745,220th,111 F E 220th Street St Carson 90745,,,POINT (6477637.767373 1759954.783845),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,7266.0,,,,,,Jackson,Place,,,,,,,,,,,,,91775,,Unincorporated,San Gabriel,,,,,LACO DPW House Numbering Map,{A603429E-C0BA-41F2-ADC5-ED36A79908D0},0.0,,A603429E-C0BA-41F2-ADC5-ED36A79908D0,Unknown,,,,,Pl,Jackson Pl,2015-05-04 13:07:23+00:00,7266 Jackson Pl San Gabriel 91775,A603429E-C0BA-41F2-ADC5-ED36A79908D0_7266_Jackson_Pl_San_Gabriel_91775,Jackson,7266 Jackson Place Pl San Gabriel 91775,,,POINT (6540087.565045 1869590.253878),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,127.0,,,,,,8th,Avenue,,,,,,,,,,,,,91746,,Unincorporated,La Puente,Bassett,,,,LACO DPW House Numbering Map,{82D15A94-3005-4AEA-8F0C-48F2A17536AC},0.0,,82D15A94-3005-4AEA-8F0C-48F2A17536AC,Unknown,,,,,Ave,8th Ave,2018-03-08 18:40:43+00:00,127 8th Ave La Puente 91746,82D15A94-3005-4AEA-8F0C-48F2A17536AC_127_8th_Ave_La_Puente_91746,8th,127 8th Avenue Ave La Puente 91746,,,POINT (6570148.773952 1834016.780734),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,20050.0,,,,,,Madison,,,,,,,,,,,,,,90703,,Cerritos,Cerritos,,,,,Cerritos GIS,{1A5A0603-4502-480C-BC4D-2A1D19D454CD},0.0,,1A5A0603-4502-480C-BC4D-2A1D19D454CD,Unknown,,,,,,Madison,2018-03-20 17:22:30+00:00,20050 Madison Cerritos 90703,1A5A0603-4502-480C-BC4D-2A1D19D454CD_20050_Madison_Cerritos_90703,Madison,20050 Madison Cerritos 90703,,,POINT (6536889.477938 1767138.854122),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,423.0,1/2,,West,,,164th,Street,,,,,,,,,,,,,90248,,Carson,Gardena,,,,,Carson GIS,{4BE60B48-6029-42F2-B2C0-AB2F9140827D},0.0,,4BE60B48-6029-42F2-B2C0-AB2F9140827D,Unknown,,W,,,St,W 164th St,2015-03-24 09:32:55+00:00,423 1/2 W 164th St Gardena 90248,4BE60B48-6029-42F2-B2C0-AB2F9140827D_423_1/2_W_164th_St_Gardena_90248,164th,423 1/2 W 164th Street St Carson 90248,,,POINT (6476306.468526 1779876.126548),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,111.0,E,,East,,,220th,Street,,,,,,,,,,,,,90745,,Carson,Carson,,,,,Carson GIS,{CF8A3A5C-D6BE-44AA-85B0-3785E9783567},0.0,,CF8A3A5C-D6BE-44AA-85B0-3785E9783567,Unknown,,E,,,St,E 220th St,2015-03-24 09:32:55+00:00,111 E E 220th St Carson 90745,CF8A3A5C-D6BE-44AA-85B0-3785E9783567_111_E_E_220th_St_Carson_90745,220th,111 E E 220th Street St Carson 90745,,,POINT (6477630.570209 1759954.109306),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,2536.0,1/2,,East,,,Adams,Street,,,,,,,,,,,,,90810,,Carson,Long Beach,Carson,,,,Carson GIS,{06F4EA84-F0B7-410B-876D-21921A1017E7},0.0,,06F4EA84-F0B7-410B-876D-21921A1017E7,Unknown,,E,,,St,E Adams St,2015-03-24 09:32:55+00:00,2536 1/2 E Adams St Long Beach 90810,06F4EA84-F0B7-410B-876D-21921A1017E7_2536_1/2_E_Adams_St_Long_Beach_90810,Adams,2536 1/2 E Adams Street St Carson 90810,,,POINT (6493711.478008 1761670.305676),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,20000.0,,,,,,Plum Canyon,Road,,,,,,,,,,,,,91350,,Unincorporated,Santa Clarita,,,,,LACO DPW House Numbering Map,{F5504430-6413-41EC-A82A-5CBA7993DFB4},0.0,,F5504430-6413-41EC-A82A-5CBA7993DFB4,Unknown,,,,,Rd,Plum Canyon Rd,2015-05-04 09:27:46+00:00,20000 Plum Canyon Rd Santa Clarita 91350,F5504430-6413-41EC-A82A-5CBA7993DFB4_20000_Plum_Canyon_Rd_Santa_Clarita_91350,Plum Canyon,20000 Plum Canyon Road Rd Santa Clarita 91350,,,POINT (6415623.750325 1984962.707516),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,162.0,3/4,,West,,,220th,Street,,,,,,,,,,,,,90745,,Carson,Carson,,,,,Carson GIS,{B5F1F09C-0644-42D5-A655-5E72212DD74B},0.0,,B5F1F09C-0644-42D5-A655-5E72212DD74B,Unknown,,W,,,St,W 220th St,2015-03-24 09:32:55+00:00,162 3/4 W 220th St Carson 90745,B5F1F09C-0644-42D5-A655-5E72212DD74B_162_3/4_W_220th_St_Carson_90745,220th,162 3/4 W 220th Street St Carson 90745,,,POINT (6476883.138961 1759789.546643),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,19401.0,,,,,,Diamond,Court,,,,,,,,,,,,,90703,,Cerritos,Cerritos,,,,,Cerritos GIS,{0D07E37D-E3FA-45C6-9665-7E6A46D8AF5D},0.0,,0D07E37D-E3FA-45C6-9665-7E6A46D8AF5D,Unknown,,,,,Ct,Diamond Ct,2018-04-01 13:10:59+00:00,19401 Diamond Ct Cerritos 90703,0D07E37D-E3FA-45C6-9665-7E6A46D8AF5D_19401_Diamond_Ct_Cerritos_90703,Diamond,19401 Diamond Court Ct Cerritos 90703,,,POINT (6547564.076995 1769202.947435),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,11811.0,,,,,,Jackson,,,,,,,,,,,,,,90703,,Cerritos,Cerritos,,,,,Cerritos GIS,{4242CF90-EE45-4A60-9E0B-29356280EEAD},0.0,,4242CF90-EE45-4A60-9E0B-29356280EEAD,Unknown,,,,,,Jackson,2018-03-20 17:22:30+00:00,11811 Jackson Cerritos 90703,4242CF90-EE45-4A60-9E0B-29356280EEAD_11811_Jackson_Cerritos_90703,Jackson,11811 Jackson Cerritos 90703,,,POINT (6536875.941875 1767242.636067),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,618.0,1/4,,,,,San Gabriel,Boulevard,,,,,,,,,,,,,91770,,Unincorporated,Rosemead,South San Gabriel,,,,LACO DPW House Numbering Map,{1258930F-CE92-415E-B0F0-AC200AA4670D},0.0,,1258930F-CE92-415E-B0F0-AC200AA4670D,Unknown,,,,,Blvd,San Gabriel Blvd,2018-11-06 09:08:26+00:00,618 1/4 San Gabriel Blvd Rosemead 91770,1258930F-CE92-415E-B0F0-AC200AA4670D_618_1/4_San_Gabriel_Blvd_Rosemead_91770,San Gabriel,618 1/4 San Gabriel Boulevard Blvd Rosemead 91770,,,POINT (6537727.907691 1836091.541348),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,19411.0,,,,,,Pearl,Court,,,,,,,,,,,,,90703,,Cerritos,Cerritos,,,,,Cerritos GIS,{0B447CD1-D0CF-4FA7-B38F-9A3C667CC33C},0.0,,0B447CD1-D0CF-4FA7-B38F-9A3C667CC33C,Unknown,,,,,Ct,Pearl Ct,2015-09-08 14:09:33+00:00,19411 Pearl Ct Cerritos 90703,0B447CD1-D0CF-4FA7-B38F-9A3C667CC33C_19411_Pearl_Ct_Cerritos_90703,Pearl,19411 Pearl Court Ct Cerritos 90703,,,POINT (6547201.271618 1769368.299795),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,19415.0,,,,,,Onyx,Court,,,,,,,,,,,,,90703,,Cerritos,Cerritos,,,,,Cerritos GIS,{0B15C8A1-1F6D-4AFB-B4A4-045925923AFC},0.0,,0B15C8A1-1F6D-4AFB-B4A4-045925923AFC,Unknown,,,,,Ct,Onyx Ct,2018-04-01 13:10:59+00:00,19415 Onyx Ct Cerritos 90703,0B15C8A1-1F6D-4AFB-B4A4-045925923AFC_19415_Onyx_Ct_Cerritos_90703,Onyx,19415 Onyx Court Ct Cerritos 90703,,,POINT (6547064.792889 1769333.457017),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,19423.0,,,,,,Sapphire,Court,,,,,,,,,,,,,90703,,Cerritos,Cerritos,,,,,Cerritos GIS,{5129763E-A82C-4658-8578-BC183898265F},0.0,,5129763E-A82C-4658-8578-BC183898265F,Unknown,,,,,Ct,Sapphire Ct,2015-09-08 14:09:33+00:00,19423 Sapphire Ct Cerritos 90703,5129763E-A82C-4658-8578-BC183898265F_19423_Sapphire_Ct_Cerritos_90703,Sapphire,19423 Sapphire Court Ct Cerritos 90703,,,POINT (6547080.450338 1769210.906737),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
,,,22250.0,1/2,,,,,Alta,Drive,,,,,,,,,,,,,90290,,Unincorporated,Topanga,,,,,LACO DPW House Numbering Map,{54758EC6-6BA5-4402-A477-0AE38955F796},0.0,,54758EC6-6BA5-4402-A477-0AE38955F796,Unknown,,,,,Dr,Alta Dr,2015-05-01 18:32:56+00:00,22250 1/2 Alta Dr Topanga 90290,54758EC6-6BA5-4402-A477-0AE38955F796_22250_1/2_Alta_Dr_Topanga_90290,Alta,22250 1/2 Alta Drive Dr Topanga 90290,,,POINT (6376776.764043 1867605.426155),All_incomplete_addresses_representatives_[validationResults]_4116rows.csv,eGIS_Addressing_raw__2700971rows_51cols.csv
