group_id,group_size,merge_key,FullAddress,OBJIDstr,AIN,NumPrefix,Number,NumSuffix,PreMod,PreDir,PreType,StArticle,StreetName,PostType,PostDir,PostMod,BldgID,BldgSource,BldgTypePl,BldgType,BldgName,FlrTypePl,FlrType,FlrName,UnitType,UnitName,ZipCode,Zip4,LegalComm,PostComm1,PostComm2,PostComm3,OtherComm1,OtherComm2,Source,SourceID,MADRank,AROIDstr,OIDstr,PropType,ObjID,PreDirAbbr,PostDirAbbr,PreTypeAbbr,PostTypeAbbr,FullName,UpdateDate,UniqueID,StName_EnerGov,FullAddress_EnerGov,MSAG_City,ESN,geometry_wkt,_has_u_pattern,_representative_address,_group,_old_addr,_validated_addr,_replaced,_rep_original_order,_rep_id_norm,_rep_addr_norm,_aligned_from_validation_order,_aligned_validation_input_address,_aligned_validation_uniqueid,_match_method,_matched_from_input_file,_source_file
992,1,1/2 FRANCISCA AVE LOS ANGELES 90006,1128 1/2 Francisca Ave Los Angeles 90006,,5076010011,,1128.0,1/2,,,,,Francisca,Avenue,,,,,,,,,,,,,90006,,Los Angeles,Los Angeles,,,,,Assessor,{663C2575-92BF-4CF7-819B-22AA397CE22C},0.0,,663C2575-92BF-4CF7-819B-22AA397CE22C,Unknown,,,,,Ave,Francisca Ave,2024-04-27 17:13:09+00:00,663C2575-92BF-4CF7-819B-22AA397CE22C_1128_1/2_Francisca_Ave_Los_Angeles_90006,Francisca,1128 1/2 Francisca Avenue Ave Los Angeles 90006,,,POINT (6473751.924423 1840624.196981),False,1128 1/2 Francisca Ave Los Angeles 90006,992,1128 1/2 Francisca Ave Los Angeles 90006,1128 1/2 Francisca Ave Los Angeles 90006,True,320,663C2575-92BF-4CF7-819B-22AA397CE22C_1128_1/2_Francisca_Ave_Los_Angeles_90006,1128 1/2 Francisca Ave Los Angeles 90006,468,1128 1/2 Francisca Ave Los Angeles 90006,,address,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
36294,5,1/2 OCEAN CREST DR LOS ANGELES 90026,722 1/2 Ocean Crest Dr Los Angeles 90026,,5405004023,,1128.0,1/2,,,,,Ocean Crest,Drive,,,,,,,,,,,,,90026,,Los Angeles,Los Angeles,,,,,Assessor,{F671EF08-5827-4C1D-80C6-68C58706C874},0.0,,F671EF08-5827-4C1D-80C6-68C58706C874,Unknown,,,,,Dr,Ocean Crest Dr,2024-04-27 17:13:09+00:00,F671EF08-5827-4C1D-80C6-68C58706C874_1128_1/2_Ocean_Crest_Dr_Los_Angeles_90026,Ocean Crest,1128 1/2 Ocean Crest Drive Dr Los Angeles 90026,,,POINT (6484145.620171 1849610.227893),False,722 1/2 Ocean Crest Dr Los Angeles 90026,36294,1128 1/2 Ocean Crest Dr Los Angeles 90026,722 1/2 Ocean Crest Dr Los Angeles 90026,True,2480,F671EF08-5827-4C1D-80C6-68C58706C874_1128_1/2_Ocean_Crest_Dr_Los_Angeles_90026,722 1/2 Ocean Crest Dr Los Angeles 90026,469,722 1/2 Ocean Crest Dr Los Angeles 90026,,address,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
49019,11,1/2 E ARTESIA BLVD LONG BEACH 90805,2890 1/2 E Artesia Blvd Long Beach 90805,,7115013001,,1154.0,1/2,,East,,,Artesia,Boulevard,,,,,,,,,,,,,90805,,Long Beach,Long Beach,,,,,Long Beach GIS,{A9442A53-0AA3-4AA7-93CB-A97C5EC68D4C},0.0,,A9442A53-0AA3-4AA7-93CB-A97C5EC68D4C,Unknown,,E,,,Blvd,E Artesia Blvd,2024-05-12 21:05:27+00:00,A9442A53-0AA3-4AA7-93CB-A97C5EC68D4C_1154_1/2_E_Artesia_Blvd_Long_Beach_90805,Artesia,1154 1/2 E Artesia Boulevard Blvd Long Beach 90805,,,POINT (6507589.799988 1776689.794994),False,2890 1/2 E Artesia Blvd Long Beach 90805,49019,1154 1/2 E Artesia Blvd Long Beach 90805,2890 1/2 E Artesia Blvd Long Beach 90805,True,2874,A9442A53-0AA3-4AA7-93CB-A97C5EC68D4C_1154_1/2_E_Artesia_Blvd_Long_Beach_90805,2890 1/2 E Artesia Blvd Long Beach 90805,502,2890 1/2 E Artesia Blvd Long Beach 90805,,address,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
2199,1,1/2 RIVERA RD WHITTIER 90606,11657 1/2 Rivera Rd Whittier 90606,,8169021006,,11657.0,1/2,,,,,Rivera,Road,,,,,,,,,,,,,90606,,Unincorporated,Whittier,,,,,LACO DPW Add,{AFBFC3AE-18F8-4C39-9692-97B5A803665C},0.0,,AFBFC3AE-18F8-4C39-9692-97B5A803665C,Unknown,,,,,Rd,Rivera Rd,2019-02-15 12:59:51+00:00,AFBFC3AE-18F8-4C39-9692-97B5A803665C_11657_1/2_Rivera_Rd_Whittier_90606,Rivera,11657 1/2 Rivera Road Rd Whittier 90606,,,POINT (6540894.397749 1809338.184094),False,11657 1/2 Rivera Rd Whittier 90606,2199,11657 1/2 Rivera Rd Whittier 90606,11657 1/2 Rivera Rd Whittier 90606,True,611,AFBFC3AE-18F8-4C39-9692-97B5A803665C_11657_1/2_Rivera_Rd_Whittier_90606,11657 1/2 Rivera Rd Whittier 90606,522,11657 1/2 Rivera Rd Whittier 90606,,address,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
1948,1,1/2 N VIRGIL WALK LONG BEACH 90803,12 1/2 N Virgil Walk Long Beach 90803,,7243021018,,12.0,1/2,,North,,,Virgil,Walk,,,,,,,,,,,,,90803,,Long Beach,Long Beach,,,,,Long Beach GIS,{17CAB037-F56A-4444-8B24-C41DC986957A},0.0,,17CAB037-F56A-4444-8B24-C41DC986957A,Unknown,,N,,,Walk,N Virgil Walk,2024-05-12 21:05:27+00:00,17CAB037-F56A-4444-8B24-C41DC986957A_12_1/2_N_Virgil_Walk_Long_Beach_90803,Virgil,12 1/2 N Virgil Walk Walk Long Beach 90803,,,POINT (6524423.390009 1732198.816719),False,12 1/2 N Virgil Walk Long Beach 90803,1948,12 1/2 N Virgil Walk Long Beach 90803,12 1/2 N Virgil Walk Long Beach 90803,True,528,17CAB037-F56A-4444-8B24-C41DC986957A_12_1/2_N_Virgil_Walk_Long_Beach_90803,12 1/2 N Virgil Walk Long Beach 90803,546,12 1/2 N Virgil Walk Long Beach 90803,,address,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
29174,3,1/2 CENTRALIA ST HAWAIIAN GARDENS 90716,12102 1/2 Centralia St Hawaiian Gardens 90716,,7065001032,,12046.0,1/2,,,,,Centralia,Street,,,,,,,,,,,,,90716,,Hawaiian Gardens,Hawaiian Gardens,,,,,Hawaiian Garden GIS,{AB515AA4-0D33-41CA-8D5C-DEE36B2C1C99},0.0,,AB515AA4-0D33-41CA-8D5C-DEE36B2C1C99,Unknown,,,,,St,Centralia St,2015-03-27 19:21:23+00:00,AB515AA4-0D33-41CA-8D5C-DEE36B2C1C99_12046_1/2_Centralia_St_Hawaiian_Gardens_90716,Centralia,12046 1/2 Centralia Street St Hawaiian Gardens 90716,,,POINT (6538947.690357 1763375.929234),False,12102 1/2 Centralia St Hawaiian Gardens 90716,29174,12046 1/2 Centralia St Hawaiian Gardens 90716,12102 1/2 Centralia St Hawaiian Gardens 90716,True,2053,AB515AA4-0D33-41CA-8D5C-DEE36B2C1C99_12046_1/2_Centralia_St_Hawaiian_Gardens_90716,12102 1/2 Centralia St Hawaiian Gardens 90716,569,12102 1/2 Centralia St Hawaiian Gardens 90716,,address,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
33026,4,1/2 E 100TH ST LOS ANGELES 90002,1217 1/2 E 100th St Los Angeles 90002,,6049021022,,1217.0,1/2,,East,,,100th,Street,,,,,,,,,,,,,90002,,Unincorporated,Los Angeles,,,,,LACO DPW Add,{F354077E-8BD8-45D8-8DEC-C3234369F03C},0.0,,F354077E-8BD8-45D8-8DEC-C3234369F03C,Unknown,,E,,,St,E 100th St,2020-03-19 12:35:56+00:00,F354077E-8BD8-45D8-8DEC-C3234369F03C_1217_1/2_E_100th_St_Los_Angeles_90002,100th,1217 1/2 E 100th Street St Los Angeles 90002,,,POINT (6484834.567612 1802945.521026),False,1217 1/2 E 100th St Los Angeles 90002,33026,1217 1/2 E 100th St Los Angeles 90002,1217 1/2 E 100th St Los Angeles 90002,True,2299,F354077E-8BD8-45D8-8DEC-C3234369F03C_1217_1/2_E_100th_St_Los_Angeles_90002,1217 1/2 E 100th St Los Angeles 90002,594,1217 1/2 E 100th St Los Angeles 90002,,address,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
33533,4,1/4 SAN GABRIEL BLVD ROSEMEAD 91770,618 1/4 San Gabriel Blvd Rosemead 91770,,5279031024,,1308.0,1/4,,,,,San Gabriel,Boulevard,,,,,,,,,,,,,91770,,Unincorporated,Rosemead,South San Gabriel,,,,LACO DPW House Numbering Map,{0A2E6A15-1FF0-40C0-B6D1-621976C909E6},0.0,,0A2E6A15-1FF0-40C0-B6D1-621976C909E6,Unknown,,,,,Blvd,San Gabriel Blvd,2016-03-30 14:58:52+00:00,0A2E6A15-1FF0-40C0-B6D1-621976C909E6_1308_1/4_San_Gabriel_Blvd_Rosemead_91770,San Gabriel,1308 1/4 San Gabriel Boulevard Blvd Rosemead 91770,,,POINT (6534617.683925 1838575.8205),False,618 1/4 San Gabriel Blvd Rosemead 91770,33533,1308 1/4 San Gabriel Blvd Rosemead 91770,618 1/4 San Gabriel Blvd Rosemead 91770,True,2357,0A2E6A15-1FF0-40C0-B6D1-621976C909E6_1308_1/4_San_Gabriel_Blvd_Rosemead_91770,618 1/4 San Gabriel Blvd Rosemead 91770,672,618 1/4 San Gabriel Blvd Rosemead 91770,,address,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
1007,1,1/2 GARCELON AVE SYLMAR 91342,13130 1/2 Garcelon Ave Sylmar 91342,,2509004036,,13130.0,1/2,,,,,Garcelon,Avenue,,,,,,,,,,,,,91342,,Los Angeles,Sylmar,Lake View Terrace,,,,Assessor,{874DDEA4-06D9-4EBF-8844-EA5CE7E6E8D4},0.0,,874DDEA4-06D9-4EBF-8844-EA5CE7E6E8D4,Unknown,,,,,Ave,Garcelon Ave,2024-09-14 08:19:49+00:00,874DDEA4-06D9-4EBF-8844-EA5CE7E6E8D4_13130_1/2_Garcelon_Ave_Sylmar_91342,Garcelon,13130 1/2 Garcelon Avenue Ave Los Angeles 91342,,,POINT (6429121.677726 1935302.654277),False,13130 1/2 Garcelon Ave Sylmar 91342,1007,13130 1/2 Garcelon Ave Sylmar 91342,13130 1/2 Garcelon Ave Sylmar 91342,True,331,874DDEA4-06D9-4EBF-8844-EA5CE7E6E8D4_13130_1/2_Garcelon_Ave_Sylmar_91342,13130 1/2 Garcelon Ave Sylmar 91342,682,13130 1/2 Garcelon Ave Sylmar 91342,,address,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
47207,10,1/2 E 111TH ST LOS ANGELES 90059,2519 1/2 E 111th St Los Angeles 90059,,6070007041,,1365.0,1/2,,East,,,111Th,Street,,,,,,,,,,,,,90059,,Los Angeles,Los Angeles,,,,,LA City,{C82E9AE1-E1CD-4108-93DA-7E03BAD00C3F},0.0,,C82E9AE1-E1CD-4108-93DA-7E03BAD00C3F,Unknown,,E,,,St,E 111Th St,2024-05-12 21:05:27+00:00,C82E9AE1-E1CD-4108-93DA-7E03BAD00C3F_1365_1/2_E_111Th_St_Los_Angeles_90059,111Th,1365 1/2 E 111Th Street St Los Angeles 90059,,,POINT (6485621.154949 1798852.686692),False,2519 1/2 E 111th St Los Angeles 90059,47207,1365 1/2 E 111Th St Los Angeles 90059,2519 1/2 E 111th St Los Angeles 90059,True,2822,C82E9AE1-E1CD-4108-93DA-7E03BAD00C3F_1365_1/2_E_111Th_St_Los_Angeles_90059,2519 1/2 E 111th St Los Angeles 90059,710,2519 1/2 E 111th St Los Angeles 90059,,address,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
29305,3,1/2 GRAND AVE LONG BEACH 90804,1742 1/2 Grand Ave Long Beach 90804,,7253008014,,1371.0,1/2,,,,,Grand,Avenue,,,,,,,,,,,,,90804,,Long Beach,Long Beach,,,,,Long Beach GIS,{522CB98F-6481-44CF-9D24-CF05785A7DF8},0.0,,522CB98F-6481-44CF-9D24-CF05785A7DF8,Unknown,,,,,Ave,Grand Ave,2024-05-12 21:05:27+00:00,522CB98F-6481-44CF-9D24-CF05785A7DF8_1371_1/2_Grand_Ave_Long_Beach_90804,Grand,1371 1/2 Grand Avenue Ave Long Beach 90804,,,POINT (6516547.849986 1743975.369938),False,1742 1/2 Grand Ave Long Beach 90804,29305,1371 1/2 Grand Ave Long Beach 90804,1742 1/2 Grand Ave Long Beach 90804,True,2085,522CB98F-6481-44CF-9D24-CF05785A7DF8_1371_1/2_Grand_Ave_Long_Beach_90804,1742 1/2 Grand Ave Long Beach 90804,713,1742 1/2 Grand Ave Long Beach 90804,,address,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
45597,9,1/2 W 101ST ST LOS ANGELES 90047,1504 1/2 W 101st St Los Angeles 90047,,6059028008,,1419.0,1/2,,West,,,101st,Street,,,,,,,,,,,,,90047,,Unincorporated,Los Angeles,,,,,LACO DPW House Numbering Map,{9F57AAF0-D281-4F0D-BF8A-80F921DD079C},0.0,,9F57AAF0-D281-4F0D-BF8A-80F921DD079C,Unknown,,W,,,St,W 101st St,2015-05-04 20:11:32+00:00,9F57AAF0-D281-4F0D-BF8A-80F921DD079C_1419_1/2_W_101st_St_Los_Angeles_90047,101st,1419 1/2 W 101st Street St Los Angeles 90047,,,POINT (6470371.753362 1802571.568362),False,1504 1/2 W 101st St Los Angeles 90047,45597,1419 1/2 W 101st St Los Angeles 90047,1504 1/2 W 101st St Los Angeles 90047,True,2788,9F57AAF0-D281-4F0D-BF8A-80F921DD079C_1419_1/2_W_101st_St_Los_Angeles_90047,1504 1/2 W 101st St Los Angeles 90047,743,1504 1/2 W 101st St Los Angeles 90047,,address,Incomplete_addresses_with_fraction_[validationResults]_1857rows.csv,All_incomplete_addresses_representatives_[metadata]_4217rows.csv
